EmpID,Employee_Name,DOB,Gender,MaritalDesc,EmploymentStatus,Department,DeptID,Salary,Position,CitizenDesc,DateofHire,DateofTermination,RecruitmentSource,PerformanceScore,Absences
10057,"Lydon, Allison",10/22/75,F,Married,Active,Production       ,5,52057,Production Technician I,US Citizen,2/16/2015,,Website,Fully Meets,6
10004,"Lynch, Lindsay",02/14/73,F,Single,Voluntarily Terminated,Production       ,5,47434,Production Technician I,US Citizen,11-07-2011,11/14/2015,Diversity Job Fair,Exceeds,17
10191,"MacLennan, Samuel",11-09-1972,M ,Widowed,Voluntarily Terminated,Production       ,5,52788,Production Technician I,US Citizen,9/24/2012,9/26/2017,Indeed,Fully Meets,18
10219,"Mahoney, Lauren  ",07-07-1986,F,Single,Active,Production       ,5,45395,Production Technician I,US Citizen,01-06-2014,,LinkedIn,Fully Meets,14
10077,"Manchester, Robyn",08/25/76,F,Married,Active,Production       ,5,62385,Production Technician II,US Citizen,05-11-2016,,LinkedIn,Fully Meets,4
10073,"Mancuso, Karen",12-10-1986,F,Married,Voluntarily Terminated,Production       ,5,68407,Production Technician II,US Citizen,07-05-2011,8/19/2012,LinkedIn,Fully Meets,16
10279,"Mangal, Debbie",11-07-1974,F,Married,Active,Production       ,5,61349,Production Technician I,US Citizen,11-11-2013,,LinkedIn,Fully Meets,11
10110,"Martin, Sandra",11-07-1987,F,Single,Active,Software Engineering,4,105688,Software Engineer,US Citizen,11-11-2013,,Google Search,Fully Meets,14
10053,"Maurice, Shana",11/22/77,F,Married,Active,Production       ,5,54132,Production Technician I,US Citizen,5/31/2011,,Indeed,Fully Meets,8
10076,"Carthy, B'rigit",05/21/87,F,Single,Active,Production       ,5,55315,Production Technician II,US Citizen,3/30/2015,,LinkedIn,Fully Meets,16
10145,"Mckenna, Sandy",01-07-1987,F,Married,Active,Production       ,5,62810,Production Technician I,US Citizen,01-07-2013,,CareerBuilder,Fully Meets,20
10202,"McKinzie, Jac",07-01-1984,M ,Married,Active,Sales,6,63291,Area Sales Manager,US Citizen,07-06-2016,,Website,Fully Meets,7
10128,"Meads, Elizabeth",05/30/68,F,Single,Voluntarily Terminated,Production       ,5,62659,Production Technician I,US Citizen,04-02-2012,11-11-2016,Diversity Job Fair,Fully Meets,17
10068,"Medeiros, Jennifer",09/22/76,F,Single,Active,Production       ,5,55688,Production Technician I,US Citizen,3/30/2015,,CareerBuilder,Fully Meets,10
10116,"Miller, Brannon",08-10-1981,M ,Single,Active,Production       ,5,83667,Production Manager,US Citizen,8/16/2012,,Indeed,Fully Meets,2
10298,"Miller, Ned",06/29/85,M ,Single,Voluntarily Terminated,Production       ,5,55800,Production Technician II,US Citizen,8/15/2011,09-04-2014,LinkedIn,PIP,6
10213,"Monkfish, Erasumus",08/17/92,M ,Married,Active,Production       ,5,58207,Production Technician II,US Citizen,11-07-2011,,LinkedIn,Fully Meets,14
10288,"Monroe, Peter",10-05-1986,M ,Married,Active,IT/IS,3,157000,IT Manager - Infra,Eligible NonCitizen,2/15/2012,,Diversity Job Fair,Needs Improvement,13
10025,"Monterro, Luisa",04/24/70,F,Single,Active,Production       ,5,72460,Production Technician II,US Citizen,5/13/2013,,Indeed,Exceeds,1
10223,"Moran, Patrick",12-03-1976,M ,Single,Active,Production       ,5,72106,Production Technician II,US Citizen,01-09-2012,,Diversity Job Fair,Fully Meets,12
10151,"Morway, Tanya",04-04-1979,F,Married,Active,IT/IS,3,52599,Network Engineer,US Citizen,2/16/2015,,CareerBuilder,Fully Meets,6
10254,"Motlagh,  Dawn",07-07-1984,F,Divorced,Active,Production       ,5,63430,Production Technician I,US Citizen,04-01-2013,,LinkedIn,Fully Meets,18
10120,"Moumanil, Maliki ",12-01-1974,M ,Separated,Active,Production       ,5,74417,Production Technician II,US Citizen,5/13/2013,,LinkedIn,Fully Meets,11
10216,"Myers, Michael",04/18/80,M ,Single,Active,Production       ,5,57575,Production Technician I,US Citizen,07-08-2013,,LinkedIn,Fully Meets,13
10079,"Navathe, Kurt",04/25/70,M ,Single,Active,IT/IS,3,87921,Senior BI Developer,US Citizen,02-10-2017,,Indeed,Fully Meets,17
10215,"Ndzi, Colombui",05-02-1989,M ,Single,Voluntarily Terminated,Production       ,5,50470,Production Technician I,US Citizen,9/26/2011,04-04-2014,Diversity Job Fair,Fully Meets,19
10185,"Ndzi, Horia",03/28/83,M ,Married,Voluntarily Terminated,Production       ,5,46664,Production Technician I,US Citizen,04-01-2013,5/25/2016,Employee Referral,Fully Meets,10
10063,"Newman, Richard ",04-08-1977,M ,Married,Active,Production       ,5,48495,Production Technician I,US Citizen,05-12-2014,,LinkedIn,Fully Meets,11
10037,"Ngodup, Shari ",06-03-1967,F,Separated,Active,Production       ,5,52984,Production Technician I,US Citizen,04-01-2013,,Diversity Job Fair,Exceeds,12
10042,"Nguyen, Dheepa",03/31/89,F,Single,Active,Sales,6,63695,Area Sales Manager,US Citizen,07-08-2013,,Indeed,Fully Meets,2
10206,"Nguyen, Lei-Ming",07-07-1984,F,Single,Active,Production       ,5,62061,Production Technician I,US Citizen,07-08-2013,,LinkedIn,Fully Meets,4
10104,"Nowlan, Kristie",11/23/85,F,Single,Active,Production       ,5,66738,Production Technician II,US Citizen,11-10-2014,,Indeed,Fully Meets,5
10303,"O'hare, Lynn",09/30/80,F,Single,Terminated for Cause,Production       ,5,52674,Production Technician I,US Citizen,3/31/2014,05-01-2018,LinkedIn,PIP,3
10078,"Oliver, Brooke ",02-11-1952,F,Married,Voluntarily Terminated,Production       ,5,71966,Production Technician II,US Citizen,5/14/2012,8/19/2013,LinkedIn,Fully Meets,17
10121,"Onque, Jasmine",05-11-1990,F,Single,Active,Sales,6,63051,Area Sales Manager,US Citizen,9/30/2013,,Indeed,Fully Meets,1
10021,"Osturnka, Adeel",12-11-1976,M ,Married,Active,Production       ,5,47414,Production Technician I,US Citizen,9/30/2013,,LinkedIn,Exceeds,13
10281,"Owad, Clinton",11/24/79,M ,Single,Active,Production       ,5,53060,Production Technician I,US Citizen,2/17/2014,,LinkedIn,Needs Improvement,6
10041,"Ozark, Travis",05/19/82,M ,Single,Active,Sales,6,68829,Area Sales Manager,US Citizen,01-05-2015,,Website,Fully Meets,18
10148,"Panjwani, Nina",05-01-1979,F,Married,Voluntarily Terminated,Production       ,5,63515,Production Technician I,US Citizen,02-07-2011,01-12-2014,Google Search,Fully Meets,7
10005,"Patronick, Lucas",02/20/79,M ,Single,Voluntarily Terminated,Software Engineering,4,108987,Software Engineer,US Citizen,11-07-2011,09-07-2015,Diversity Job Fair,Exceeds,13
10259,"Pearson, Randall",09-05-1984,M ,Married,Voluntarily Terminated,IT/IS,3,93093,Data Analyst,US Citizen,12-01-2014,05-01-2016,Employee Referral,Fully Meets,19
10286,"Smith, Martin",03/17/88,M ,Single,Voluntarily Terminated,Production       ,5,53564,Production Technician I,US Citizen,01-10-2011,12/28/2017,Google Search,Needs Improvement,15
10297,"Pelletier, Ermine",07/18/89,F,Married,Voluntarily Terminated,Production       ,5,60270,Production Technician II,US Citizen,07-05-2011,9/15/2015,CareerBuilder,Needs Improvement,2
10171,"Perry, Shakira",07/20/86,F,Single,Voluntarily Terminated,Production       ,5,45998,Production Technician I,US Citizen,5/16/2011,10/25/2015,LinkedIn,Fully Meets,5
10032,"Peters, Lauren",08/17/86,F,Married,Voluntarily Terminated,Production       ,5,57954,Production Technician II,US Citizen,5/16/2011,02-04-2013,Indeed,Exceeds,12
10130,"Peterson, Ebonee  ",05-09-1977,F,Married,Voluntarily Terminated,Production       ,5,74669,Production Manager,US Citizen,10/25/2010,5/18/2016,Indeed,Fully Meets,6
10217,"Petingill, Shana  ",03-10-1979,F,Married,Active,Production       ,5,74226,Production Technician II,Eligible NonCitizen,04-02-2012,,LinkedIn,Fully Meets,14
10016,"Petrowsky, Thelma",09/16/84,F,Married,Active,IT/IS,3,93554,Data Analyst,US Citizen,11-10-2014,,Employee Referral,Exceeds,16
10050,"Pham, Hong",03-06-1988,M ,Married,Voluntarily Terminated,Production       ,5,64724,Production Technician I,US Citizen,07-05-2011,11/30/2012,Google Search,Fully Meets,13
10164,"Pitt, Brad ",11/23/81,M ,Single,Active,Production       ,5,47001,Production Technician I,US Citizen,11-05-2007,,Google Search,Fully Meets,15
10124,"Potts, Xana",08/29/88,F,Married,Active,Sales,6,61844,Area Sales Manager,US Citizen,01-09-2012,,Website,Fully Meets,9
10187,"Power, Morissa",10/15/84,F,Divorced,Voluntarily Terminated,Production       ,5,46799,Production Technician I,Eligible NonCitizen,5/16/2011,06-04-2018,Google Search,Fully Meets,14
10225,"Punjabhi, Louis  ",06/19/61,M ,Single,Active,Production       ,5,59472,Production Technician I,US Citizen,01-06-2014,,Employee Referral,Fully Meets,14
10262,"Purinton, Janine",09/22/70,F,Divorced,Voluntarily Terminated,Production       ,5,46430,Production Technician I,US Citizen,9/24/2012,6/18/2013,Indeed,Fully Meets,16
10131,"Quinn, Sean",11-06-1984,M ,Married,Voluntarily Terminated,Software Engineering,1,83363,Software Engineer,Eligible NonCitizen,2/21/2011,8/15/2015,Diversity Job Fair,Fully Meets,4
10239,"Rachael, Maggie",05-12-1980,F,Married,Active,IT/IS,3,95920,BI Developer,US Citizen,10-02-2016,,Indeed,Fully Meets,10
10152,"Rarrick, Quinn",12/31/84,M ,Divorced,Voluntarily Terminated,Production       ,5,61729,Production Technician I,US Citizen,9/26/2011,04-07-2018,Indeed,Fully Meets,19
10140,"Ren, Kylo",10-12-1954,M ,Married,Active,Sales,6,61809,Area Sales Manager,US Citizen,05-12-2014,,CareerBuilder,Fully Meets,4
10058,"Rhoads, Thomas",07/22/82,M ,Divorced,Voluntarily Terminated,Production       ,5,45115,Production Technician I,US Citizen,5/16/2011,1/15/2016,LinkedIn,Fully Meets,11
10011,"Rivera, Haley  ",01-12-1973,F,Married,Active,Production       ,5,46738,Production Technician I,US Citizen,11/28/2011,,Google Search,Exceeds,16
10230,"Roberson, May",09-05-1981,F,Divorced,Voluntarily Terminated,Production       ,5,64971,Production Technician II,Eligible NonCitizen,9/26/2011,10/22/2011,Google Search,Fully Meets,10
10224,"Robertson, Peter",07-03-1972,M ,Married,Voluntarily Terminated,Production       ,5,55578,Production Technician II,US Citizen,07-05-2011,02-08-2012,Indeed,Fully Meets,13
10047,"Robinson, Alain  ",01-07-1974,M ,Married,Voluntarily Terminated,Production       ,5,50428,Production Technician I,US Citizen,01-10-2011,1/26/2016,Indeed,Fully Meets,11
10285,"Robinson, Cherly",01-07-1985,F,Married,Terminated for Cause,Production       ,5,61422,Production Technician I,US Citizen,01-10-2011,5/17/2016,Indeed,Needs Improvement,16
10020,"Robinson, Elias",01/28/85,M ,Widowed,Active,Production       ,5,63353,Production Technician I,US Citizen,07-08-2013,,Employee Referral,Exceeds,4
10162,"Roby, Lori ",10-11-1981,F,Married,Active,IT/IS,3,89883,Data Analyst,US Citizen,2/16/2015,,Employee Referral,Fully Meets,15
10149,"Roehrich, Bianca",05/27/73,F,Single,Voluntarily Terminated,IT/IS,3,120000,Principal Data Architect,US Citizen,01-05-2015,11-10-2018,LinkedIn,Fully Meets,12
10086,"Roper, Katie",11/21/72,F,Single,Active,IT/IS,3,150290,Data Architect,US Citizen,01-07-2017,,Indeed,Fully Meets,17
10054,"Rose, Ashley  ",12-05-1974,F,Separated,Active,Production       ,5,60627,Production Technician I,US Citizen,01-06-2014,,Website,Fully Meets,8
10065,"Rossetti, Bruno",03/18/87,M ,Single,Voluntarily Terminated,Production       ,5,53180,Production Technician I,US Citizen,04-04-2011,8/13/2018,Google Search,Fully Meets,4
10198,"Roup,Simon",04-05-1973,M ,Single,Active,IT/IS,3,140920,IT Manager - DB,US Citizen,1/20/2013,,Indeed,Fully Meets,13
10222,"Ruiz, Ricardo",01-04-1964,M ,Divorced,Voluntarily Terminated,IT/IS,3,148999,IT Manager - DB,US Citizen,01-09-2012,11-04-2015,Diversity Job Fair,Fully Meets,8
10126,"Saada, Adell",07/24/86,F,Married,Active,Software Engineering,4,86214,Software Engineer,US Citizen,11-05-2012,,Indeed,Fully Meets,2
10295,"Saar-Beckles, Melinda",06-06-1968,F,Single,Active,Production       ,5,47750,Production Technician I,US Citizen,07-04-2016,,Diversity Job Fair,Needs Improvement,4
10260,"Sadki, Nore  ",12/21/74,M ,Single,Voluntarily Terminated,Production       ,5,46428,Production Technician I,US Citizen,01-05-2009,7/30/2018,Google Search,Fully Meets,7
10233,"Sahoo, Adil",04/26/86,M ,Married,Active,Production       ,5,57975,Production Technician II,US Citizen,8/30/2010,,CareerBuilder,Fully Meets,13
10229,"Salter, Jason",12/17/87,M ,Divorced,Voluntarily Terminated,IT/IS,3,88527,Data Analyst ,US Citizen,01-05-2015,10/31/2015,LinkedIn,Fully Meets,2
10169,"Sander, Kamrin",07-10-1988,F,Married,Active,Production       ,5,56147,Production Technician I,US Citizen,9/29/2014,,LinkedIn,Fully Meets,2
10071,"Sewkumar, Nori",03-10-1975,F,Single,Active,Production       ,5,50923,Production Technician I,US Citizen,9/30/2013,,Google Search,Fully Meets,14
10179,"Shepard, Anita ",04/14/81,F,Married,Active,IT/IS,3,50750,Network Engineer,US Citizen,9/30/2014,,LinkedIn,Fully Meets,7
10091,"Shields, Seffi",08/24/85,F,Married,Active,Production       ,5,52087,Production Technician I,US Citizen,8/19/2013,,LinkedIn,Fully Meets,15
10178,"Simard, Kramer",02-08-1970,M ,Married,Active,IT/IS,3,87826,Data Analyst,US Citizen,01-05-2015,,Employee Referral,Fully Meets,16
10039,"Singh, Nan ",05/19/88,F,Single,Active,Admin Offices,1,51920,Administrative Assistant,US Citizen,05-01-2015,,Website,Fully Meets,2
10095,"Sloan, Constance",11/25/87,F,Single,Voluntarily Terminated,Production       ,5,63878,Production Technician II,US Citizen,10/26/2009,04-08-2015,CareerBuilder,Fully Meets,20
10027,"Smith, Joe",10/30/63,M ,Single,Active,Production       ,5,60656,Production Technician II,US Citizen,9/29/2014,,Indeed,Exceeds,4
10291,"Smith, John",08/16/84,M ,Divorced,Active,Sales,6,72992,Sales Manager,US Citizen,5/18/2014,,Diversity Job Fair,Needs Improvement,16
10153,"Smith, Leigh Ann",06/14/87,F,Married,Voluntarily Terminated,Admin Offices,1,55000,Administrative Assistant,US Citizen,9/26/2011,9/25/2013,Diversity Job Fair,Fully Meets,17
10157,"Smith, Sade",02-02-1965,F,Single,Active,Production       ,5,58939,Production Technician I,US Citizen,11-11-2013,,Employee Referral,Fully Meets,16
10119,"Soto, Julia ",03-12-1973,F,Married,Active,IT/IS,3,66593,IT Support,US Citizen,06-10-2011,,LinkedIn,Fully Meets,19
10180,"Soze, Keyser",02-09-1983,M ,Married,Active,IT/IS,3,87565,Sr. Network Engineer,US Citizen,6/30/2016,,LinkedIn,Fully Meets,13
10302,"Sparks, Taylor  ",07/20/68,F,Married,Active,Production       ,5,64021,Production Technician I,US Citizen,2/20/2012,,Indeed,PIP,20
10090,"Spirea, Kelley",09/30/75,F,Married,Active,Production       ,5,65714,Production Manager,US Citizen,10-02-2012,,LinkedIn,Fully Meets,15
10030,"Squatrito, Kristen",03/26/73,F,Divorced,Voluntarily Terminated,Production       ,5,62425,Production Technician I,US Citizen,5/13/2013,6/29/2015,LinkedIn,Exceeds,16
10278,"Stanford,Barbara  M",08/25/82,F,Divorced,Active,Production       ,5,47961,Production Technician I,US Citizen,01-10-2011,,Google Search,Fully Meets,9
10307,"Stansfield, Norman",05-09-1974,M ,Married,Active,Sales,6,58273,Area Sales Manager,US Citizen,05-12-2014,,Website,PIP,5
10147,"Steans, Tyrone  ",09-01-1986,M ,Single,Active,Admin Offices,1,63003,Accountant I,US Citizen,9/29/2014,,Indeed,Fully Meets,9
10266,"Stoica, Rick",03/14/85,M ,Married,Active,Production       ,5,61355,Production Technician I,US Citizen,2/17/2014,,LinkedIn,Fully Meets,4
10241,"Strong, Caitrin",05-12-1989,F,Married,Active,Sales,6,60120,Area Sales Manager,US Citizen,9/27/2010,,Indeed,Fully Meets,18
10158,"Sullivan, Kissy ",03/28/78,F,Married,Active,Production       ,5,63682,Production Manager,US Citizen,01-08-2009,,Indeed,Fully Meets,12
10117,"Sullivan, Timothy",10-07-1982,M ,Married,Active,Production       ,5,63025,Production Technician I,US Citizen,01-05-2015,,Google Search,Fully Meets,10
10209,"Sutwell, Barbara",08/15/68,F,Single,Active,Production       ,5,59238,Production Technician I,Eligible NonCitizen,5/14/2012,,Indeed,Fully Meets,13
10024,"Szabo, Andrew",05-06-1983,M ,Single,Active,Software Engineering,4,92989,Software Engineer,US Citizen,07-07-2014,,LinkedIn,Exceeds,1
10173,"Tannen, Biff",10/24/87,M ,Married,Active,IT/IS,3,90100,BI Developer,US Citizen,4/20/2017,,Indeed,Fully Meets,14
10221,"Tavares, Desiree  ",04-03-1975,F,Married,Voluntarily Terminated,Production       ,5,60754,Production Technician I,Non-Citizen,4/27/2009,04-01-2013,Diversity Job Fair,Fully Meets,11
10146,"Tejeda, Lenora ",05/24/53,F,Married,Voluntarily Terminated,Production       ,5,72202,Production Technician II,US Citizen,5/16/2011,07-08-2017,Google Search,Fully Meets,3
10161,"Terry, Sharlene ",05-07-1965,F,Single,Active,Sales,6,58370,Area Sales Manager,US Citizen,9/29/2014,,Indeed,Fully Meets,18
10141,"Theamstern, Sophia",05-09-1965,F,Single,Voluntarily Terminated,Production       ,5,48413,Production Technician I,US Citizen,07-05-2011,09-05-2016,Indeed,Fully Meets,1
10268,"Thibaud, Kenneth",09/16/75,M ,Widowed,Voluntarily Terminated,Production       ,5,67176,Production Technician II,US Citizen,6/25/2007,8/30/2010,Other,Fully Meets,15
10123,"Tippett, Jeanette",06-05-1967,F,Divorced,Active,Production       ,5,56339,Production Technician I,US Citizen,2/18/2013,,Indeed,Fully Meets,4
10013,"Torrence, Jack",01/15/68,M ,Separated,Active,Sales,6,64397,Area Sales Manager,US Citizen,01-09-2006,,Indeed,Exceeds,6
10287,"Trang, Mei",05/16/83,F,Single,Active,Production       ,5,63025,Production Technician I,US Citizen,2/17/2014,,LinkedIn,Needs Improvement,18
10044,"Tredinnick, Neville ",05-05-1988,M ,Married,Voluntarily Terminated,IT/IS,3,75281,Network Engineer,US Citizen,01-05-2015,02-12-2016,CareerBuilder,Fully Meets,11
10102,"True, Edward",06/14/83,M ,Single,Voluntarily Terminated,Software Engineering,4,100416,Software Engineer,Non-Citizen,2/18/2013,4/15/2018,Diversity Job Fair,Fully Meets,9
10270,"Trzeciak, Cybil",03/15/85,F,Single,Voluntarily Terminated,Production       ,5,74813,Production Technician II,US Citizen,01-10-2011,07-02-2014,LinkedIn,Fully Meets,5
10045,"Turpin, Jumil",03/31/69,M ,Married,Active,IT/IS,3,76029,Network Engineer,Eligible NonCitizen,3/30/2015,,Employee Referral,Fully Meets,8
10205,"Valentin,Jackie",05/23/91,F,Married,Active,Sales,6,57859,Area Sales Manager,US Citizen,07-05-2011,,Indeed,Fully Meets,16
10014,"Veera, Abdellah ",01/31/87,M ,Divorced,Voluntarily Terminated,Production       ,5,58523,Production Technician I,US Citizen,8/13/2012,02-05-2016,LinkedIn,Exceeds,15
10144,"Vega, Vincent",10-10-1968,M ,Divorced,Active,Production       ,5,88976,Production Manager,US Citizen,08-01-2011,,Employee Referral,Fully Meets,19
10253,"Villanueva, Noah",07-11-1989,M ,Single,Active,Sales,6,55875,Area Sales Manager,US Citizen,03-05-2012,,Website,Fully Meets,11
10118,"Voldemort, Lord",08-07-1986,M ,Married,Terminated for Cause,IT/IS,3,113999,Database Administrator,US Citizen,2/16/2015,2/22/2017,Employee Referral,Fully Meets,9
10022,"Volk, Colleen",06-03-1986,F,Married,Terminated for Cause,Production       ,5,49773,Production Technician I,US Citizen,9/26/2011,02-08-2016,Google Search,Exceeds,18
10183,"Von Massenbach, Anna",04-06-1985,F,Single,Active,Production       ,5,62068,Production Technician I,US Citizen,07-05-2015,,LinkedIn,Fully Meets,7
10190,"Walker, Roger",02-10-1976,M ,Single,Active,Production       ,5,66541,Production Technician II,US Citizen,8/18/2014,,Employee Referral,Fully Meets,4
10274,"Wallace, Courtney  E",11/14/55,F,Married,Voluntarily Terminated,Production       ,5,80512,Production Manager,US Citizen,9/26/2011,01-02-2012,Diversity Job Fair,Fully Meets,5
10293,"Wallace, Theresa",08-02-1980,F,Single,Voluntarily Terminated,Production       ,5,50274,Production Technician I,US Citizen,8/13/2012,09-01-2015,CareerBuilder,Needs Improvement,13
10172,"Wang, Charlie",07-08-1981,M ,Single,Active,IT/IS,3,84903,Senior BI Developer,US Citizen,2/15/2017,,Indeed,Fully Meets,17
10127,"Warfield, Sarah",05-02-1978,F,Widowed,Active,IT/IS,3,107226,Sr. Network Engineer,US Citizen,3/30/2015,,Employee Referral,Fully Meets,7
10072,"Whittier, Scott",05/24/87,M ,Single,Voluntarily Terminated,Production       ,5,58371,Production Technician I,US Citizen,01-10-2011,5/15/2014,LinkedIn,Fully Meets,11
10048,"Wilber, Barry",09-09-1965,M ,Married,Voluntarily Terminated,Production       ,5,55140,Production Technician I,Eligible NonCitizen,5/16/2011,09-07-2015,Website,Fully Meets,7
10204,"Wilkes, Annie",07/30/83,F,Divorced,Voluntarily Terminated,Production       ,5,58062,Production Technician I,US Citizen,01-10-2011,5/14/2012,Google Search,Fully Meets,9
10264,"Williams, Jacquelyn  ",10-02-1969,F,Single,Voluntarily Terminated,Production       ,5,59728,Production Technician I,US Citizen,01-09-2012,6/27/2015,Diversity Job Fair,Fully Meets,16
10033,"Winthrop, Jordan  ",11-07-1958,M ,Single,Voluntarily Terminated,Production       ,5,70507,Production Technician II,US Citizen,01-07-2013,2/21/2016,LinkedIn,Exceeds,7
10174,"Wolk, Hang  T",04/20/85,F,Single,Active,Production       ,5,60446,Production Technician II,US Citizen,9/29/2014,,LinkedIn,Fully Meets,14
10135,"Woodson, Jason",05-11-1985,M ,Single,Active,Production       ,5,65893,Production Technician II,US Citizen,07-07-2014,,LinkedIn,Fully Meets,13
10301,"Ybarra, Catherine ",05-04-1982,F,Single,Voluntarily Terminated,Production       ,5,48513,Production Technician I,US Citizen,09-02-2008,9/29/2015,Google Search,PIP,4
10010,"Zamora, Jennifer",08/30/79,F,Single,Active,IT/IS,3,220450,CIO,US Citizen,04-10-2010,,Employee Referral,Exceeds,16
10043,"Zhou, Julia",02/24/79,F,Single,Active,IT/IS,3,89292,Data Analyst,US Citizen,3/30/2015,,Employee Referral,Fully Meets,11
10271,"Zima, Colleen",08/17/78,F,Widowed,Active,Production       ,5,45046,Production Technician I,US Citizen,9/29/2014,,LinkedIn,Fully Meets,2
